x,y,z
-24712.8984375,-8448.314453125,0.0
-7509.4140625,6182.1630859375,0.0
16752.15625,449.90081787109375,0.0
1091.7835693359375,1540.5028076171875,0.0
3400.96826171875,21641.330078125,0.0
9721.3447265625,-14625.810546875,0.0
23965.658203125,9766.1279296875,0.0
17373.888671875,-5240.50537109375,0.0
-8541.4873046875,-3720.65185546875,0.0
-9364.009765625,5260.22900390625,0.0
-29877.517578125,-16332.1630859375,0.0
26804.8046875,4249.46337890625,0.0
-493.2470703125,8719.279296875,0.0
8558.158203125,2380.99560546875,0.0
-17322.205078125,3670.3935546875,0.0
8094.55224609375,18664.974609375,0.0
7389.3046875,1886.424072265625,0.0
13152.7568359375,1814.98876953125,0.0
19895.212890625,-6184.3291015625,0.0
-21725.28515625,4101.876953125,0.0
-2220.096923828125,10978.189453125,0.0
928.3143920898438,1395.7100830078125,0.0
-2938.59716796875,1558.482421875,0.0
-21728.53515625,6357.07958984375,0.0
-22837.98828125,5931.63623046875,0.0
3235.19775390625,-15706.498046875,0.0
-5555.3037109375,8971.263671875,0.0
26497.357421875,7062.9052734375,0.0
-20858.4765625,6715.16748046875,0.0
11282.82421875,2537.0810546875,0.0
2089.45703125,9055.1650390625,0.0
-22319.0546875,6065.5302734375,0.0
7395.671875,3878.63232421875,0.0
-22072.8125,6177.244140625,0.0
10192.765625,-14415.619140625,0.0
-20961.25390625,6490.5869140625,0.0
9590.8544921875,-3117.387939453125,0.0
24655.2421875,-3910.482177734375,0.0
-21568.49609375,6557.076171875,0.0
-21296.083984375,6550.2333984375,0.0
21687.640625,-816.721435546875,0.0
-14173.6875,6694.38671875,0.0
-6402.37890625,6454.54638671875,0.0
-961.26025390625,11351.208984375,0.0
8764.583984375,-14546.4189453125,0.0
-25285.84375,-8436.474609375,0.0
-10426.3984375,4905.5634765625,0.0
7390.345703125,-8350.509765625,0.0
3600.705078125,21536.001953125,0.0
3151.539794921875,-15960.5244140625,0.0
24625.1328125,-4858.71142578125,0.0
-21342.06640625,6770.4267578125,0.0
27580.83984375,5429.2421875,0.0
8550.123046875,-14408.6171875,0.0
-24928.080078125,-8443.029296875,0.0
-5932.1259765625,5127.341796875,0.0
18595.83203125,-5702.3583984375,0.0
9266.0029296875,-14531.599609375,0.0
28018.232421875,2243.076416015625,0.0
-14964.353515625,-11755.720703125,0.0
-1574.2850341796875,-2648.3662109375,0.0
8706.1015625,-2736.8173828125,0.0
-15385.060546875,-12546.6494140625,0.0
22979.865234375,10364.7998046875,0.0
-23061.8203125,5956.701171875,0.0
-15129.4140625,-2208.38037109375,0.0
8979.9208984375,-14465.361328125,0.0
-2843.5380859375,4656.30419921875,0.0
1276.6339111328125,4370.5205078125,0.0
8481.4892578125,-997.6884765625,0.0
-208.320068359375,855.6137084960938,0.0
-13999.544921875,-14046.341796875,0.0
2197.774169921875,4181.4609375,0.0
13967.798828125,-6909.0810546875,0.0
-16668.79296875,-2887.537109375,0.0
4024.22509765625,21498.88671875,0.0
907.52734375,9253.0224609375,0.0
20232.931640625,-6741.4365234375,0.0
-21343.05078125,-11054.369140625,0.0
-16719.25,-2665.888671875,0.0
-18949.890625,188.0275421142578,0.0
-2018.0001220703125,-2486.03759765625,0.0
28864.904296875,8316.76953125,0.0
-11025.5595703125,-8690.8232421875,0.0
2578.0771484375,13874.2529296875,0.0
4259.85498046875,21507.359375,0.0
15291.935546875,6937.1962890625,0.0
-16954.654296875,-2982.686767578125,0.0
27728.12890625,3895.28955078125,0.0
-11353.28515625,-7313.1142578125,0.0
19312.689453125,6057.77880859375,0.0
-10435.9521484375,-4895.78515625,0.0
-15525.703125,-12745.986328125,0.0
12827.349609375,-6261.1611328125,0.0
-13318.361328125,3761.69677734375,0.0
7645.9775390625,1851.9393310546875,0.0
20871.65625,-1260.892578125,0.0
18470.470703125,4887.84228515625,0.0
839.9505004882812,523.3202514648438,0.0
-1040.557373046875,11977.9833984375,0.0
14677.314453125,808.0128173828125,0.0
13241.45703125,16071.81640625,0.0
21305.75390625,10923.4453125,0.0
-2742.801025390625,7916.52880859375,0.0
27900.7734375,6593.77978515625,0.0
24681.36328125,5394.29296875,0.0
20635.255859375,-1378.912109375,0.0
-20674.580078125,6581.857421875,0.0
14889.6083984375,-4656.45458984375,0.0
10145.8779296875,573.4774169921875,0.0
5772.76220703125,-563.6395263671875,0.0
7065.267578125,1907.906494140625,0.0
16663.833984375,13088.1904296875,0.0
26355.58984375,7502.55859375,0.0
7537.376953125,2046.642333984375,0.0
-17046.197265625,-2648.335205078125,0.0
-13054.45703125,10834.259765625,0.0
-8864.5673828125,-2955.559814453125,0.0
24710.736328125,-4599.72265625,0.0
7103.09130859375,18636.1796875,0.0
-6630.16796875,8621.248046875,0.0
-16898.837890625,-2391.720947265625,0.0
-15787.9853515625,-12629.126953125,0.0
-29609.412109375,-14506.2421875,0.0
-29852.875,-14866.28515625,0.0
-29834.97265625,-15604.056640625,0.0
-10990.8515625,-8975.9228515625,0.0
-29695.4609375,-15144.900390625,0.0
-29619.494140625,-14859.138671875,0.0
14638.224609375,16818.623046875,0.0
-1132.452880859375,7749.99951171875,0.0
1321.82958984375,9791.3359375,0.0
-1332.55078125,2497.033447265625,0.0
8109.6328125,12116.9140625,0.0
21939.73046875,11828.08203125,0.0
24783.8046875,-3600.5458984375,0.0
2440.17626953125,12076.708984375,0.0
24975.578125,-3438.104248046875,0.0
28703.46875,1867.2896728515625,0.0
-29726.98828125,-15818.833984375,0.0
6262.009765625,762.04345703125,0.0
-20001.017578125,1126.8865966796875,0.0
-29780.771484375,-16128.03515625,0.0
-30114.68359375,-15871.09765625,0.0
7753.8603515625,-4501.9072265625,0.0
20434.544921875,12241.2958984375,0.0
-29897.796875,-15244.298828125,0.0
12582.8818359375,-4376.876953125,0.0
26720.65625,7012.65234375,0.0
16947.173828125,13608.498046875,0.0
-15510.392578125,3018.70068359375,0.0
21946.396484375,12054.259765625,0.0
7678.705078125,810.4262084960938,0.0
-20728.205078125,1859.610595703125,0.0
-3508.431396484375,5251.5634765625,0.0
5241.015625,14675.9892578125,0.0
22040.2578125,11538.900390625,0.0
14737.83203125,-5027.955078125,0.0
20524.609375,-1190.7022705078125,0.0
25145.490234375,-3585.767333984375,0.0
17139.296875,13925.3564453125,0.0
-18540.244140625,4386.8759765625,0.0
16757.548828125,13305.677734375,0.0
-906.329833984375,-2431.27880859375,0.0
-986.5127563476562,-2666.23095703125,0.0
-20189.818359375,1259.2261962890625,0.0
25012.162109375,3255.955078125,0.0
-13912.251953125,-7442.50732421875,0.0
27784.794921875,2492.81982421875,0.0
6584.41796875,1812.204345703125,0.0
-4511.07177734375,6527.2392578125,0.0
10998.23046875,-2932.621337890625,0.0
26173.37890625,7391.501953125,0.0
8534.521484375,1814.0435791015625,0.0
-24417.15234375,-8542.416015625,0.0
-24016.060546875,-8585.65625,0.0
2931.203857421875,-16011.6181640625,0.0
-29680.05078125,-15459.96484375,0.0
25890.84765625,-393.9286193847656,0.0
-15822.5234375,4727.7890625,0.0
17081.892578125,4743.9169921875,0.0
20247.166015625,-6292.255859375,0.0
-17991.712890625,4187.52490234375,0.0
-5298.19921875,11727.396484375,0.0
-1347.186279296875,-2584.6064453125,0.0
-3141.81787109375,7799.49072265625,0.0
-23433.1484375,-8583.953125,0.0
4890.525390625,1797.4061279296875,0.0
-5849.25830078125,17240.02734375,0.0
22443.771484375,5722.0478515625,0.0
17305.935546875,-9785.44921875,0.0
17212.41015625,-10007.3125,0.0
2578.7470703125,-1842.902099609375,0.0
-19132.439453125,8111.736328125,0.0
-1729.865234375,17549.357421875,0.0
28029.224609375,8180.72607421875,0.0
-19530.9609375,647.5147705078125,0.0
-14075.908203125,-14413.544921875,0.0
17081.248046875,-10173.017578125,0.0
24538.87109375,11470.0380859375,0.0
2377.927001953125,-7607.25830078125,0.0
-2592.867431640625,-2238.5068359375,0.0
-3062.2099609375,10144.802734375,0.0
-30035.42578125,-15473.482421875,0.0
-21286.083984375,2477.230224609375,0.0
5832.5712890625,-5538.90673828125,0.0
7111.78466796875,3435.951416015625,0.0
20160.150390625,11837.21875,0.0
-10666.08984375,4939.93505859375,0.0
-9083.2587890625,2513.28466796875,0.0
24928.81640625,7718.572265625,0.0
16272.6904296875,3037.19189453125,0.0
2713.538818359375,-16310.1923828125,0.0
10846.404296875,5263.98095703125,0.0
-14114.6005859375,-15152.6796875,0.0
22188.044921875,10658.091796875,0.0
8552.716796875,3648.288818359375,0.0
14389.265625,13920.587890625,0.0
30638.978515625,6898.82421875,0.0
21241.619140625,-947.640625,0.0
24941.4375,1633.982421875,0.0
24679.248046875,-4371.52734375,0.0
20712.171875,-1067.712890625,0.0
13572.8388671875,-4798.900390625,0.0
-29496.474609375,-14235.7119140625,0.0
6808.2392578125,14321.5361328125,0.0
-20969.662109375,2152.435546875,0.0
-21475.525390625,4147.9873046875,0.0
-1126.944580078125,3923.95703125,0.0
13620.5703125,7718.8125,0.0
11273.11328125,1827.1611328125,0.0
-16076.9326171875,-12570.173828125,0.0
-11185.7958984375,8893.609375,0.0
20389.21875,7982.28857421875,0.0
13196.5693359375,15213.0693359375,0.0
-26315.18359375,-15369.0185546875,0.0
12126.8818359375,984.5767211914062,0.0
28223.970703125,3235.613037109375,0.0
-10775.361328125,-9790.0205078125,0.0
24828.796875,-4220.041015625,0.0
24966.140625,-3905.627685546875,0.0
25617.3125,9022.271484375,0.0
18427.009765625,9956.677734375,0.0
18913.41015625,-9227.55859375,0.0
18715.9609375,8591.060546875,0.0
7864.74169921875,1210.517333984375,0.0
-2882.899658203125,-2136.1181640625,0.0
19293.845703125,7919.77197265625,0.0
-4207.5185546875,5467.09912109375,0.0
-11268.2119140625,-9864.6611328125,0.0
-20397.50390625,-10634.15234375,0.0
-11759.48828125,10184.384765625,0.0
25537.39453125,6457.4208984375,0.0
-15589.34765625,-12476.666015625,0.0
17496.71484375,-9615.701171875,0.0
-15587.8857421875,8467.109375,0.0
-16993.826171875,2699.990234375,0.0
-14920.67578125,3171.078125,0.0
-18007.056640625,2915.4521484375,0.0
16376.921875,14980.16015625,0.0
-18657.66015625,6122.53271484375,0.0
-20541.6171875,6817.57470703125,0.0
-22877.0390625,-8535.548828125,0.0
24433.435546875,8277.296875,0.0
28433.34765625,8697.205078125,0.0
-5904.43798828125,-770.2388305664062,0.0
-10981.279296875,-9736.4931640625,0.0
28642.142578125,8122.93212890625,0.0
-17728.58984375,2897.02392578125,0.0
-913.4329833984375,17202.359375,0.0
10078.4619140625,4641.83056640625,0.0
-18715.14453125,3131.97705078125,0.0
-3296.412841796875,6260.4033203125,0.0
6699.318359375,-11297.513671875,0.0
16525.30859375,-4936.44921875,0.0
-20847.015625,5457.123046875,0.0
21425.15625,6400.58984375,0.0
-3327.8447265625,7610.97216796875,0.0
2389.89404296875,6847.40673828125,0.0
-1779.099609375,-2473.5185546875,0.0
-19346.95703125,5871.35546875,0.0
-12588.94140625,7819.6337890625,0.0
9732.7421875,-10329.431640625,0.0
18694.51953125,-6123.31591796875,0.0
24443.001953125,-232.94680786132812,0.0
18025.10546875,9631.2294921875,0.0
16998.35546875,6473.6708984375,0.0
-9528.697265625,-7266.169921875,0.0
-11299.833984375,-8430.787109375,0.0
20342.408203125,8479.09765625,0.0
-25096.341796875,-8608.0322265625,0.0
-12543.06640625,2570.4326171875,0.0
-17572.8046875,6365.91845703125,0.0
4680.8671875,10764.54296875,0.0
18452.0625,9081.193359375,0.0
16785.021484375,-10204.28125,0.0
-8080.728515625,2055.60546875,0.0
-908.2200927734375,2612.681640625,0.0
-21556.05859375,5307.2587890625,0.0
18517.1484375,8733.197265625,0.0
9480.6875,-14508.59375,0.0
-11348.3046875,-8049.669921875,0.0
2461.004638671875,-16605.1171875,0.0
-6080.640625,9204.2626953125,0.0
7195.822265625,9069.5498046875,0.0
-21119.5390625,6732.8515625,0.0
-11232.986328125,-9111.2578125,0.0
-6744.47802734375,-7281.9189453125,0.0
-4274.20166015625,7340.29443359375,0.0
-800.8828125,14986.828125,0.0
7673.068359375,18639.1875,0.0
17998.8203125,15317.978515625,0.0
20655.984375,8016.583984375,0.0
-11047.8505859375,-9517.904296875,0.0
-6693.162109375,16671.4609375,0.0
9912.3759765625,7303.05908203125,0.0
24818.2109375,3679.567138671875,0.0
12372.880859375,6160.3955078125,0.0
-20623.068359375,3641.63671875,0.0
4371.53662109375,10659.0322265625,0.0
-6631.1015625,-7481.83203125,0.0
3336.713623046875,21427.890625,0.0
3615.25927734375,7589.08642578125,0.0
-16511.43359375,4097.498046875,0.0
-16659.052734375,8323.9326171875,0.0
9675.7802734375,7493.3212890625,0.0
4109.8974609375,6663.8330078125,0.0
5257.06982421875,21487.8359375,0.0
-7125.615234375,8374.4560546875,0.0
-22173.48828125,-14302.0712890625,0.0
-6997.759765625,-7341.7998046875,0.0
-23195.56640625,-14456.1796875,0.0
11269.02734375,5098.31787109375,0.0
2578.69580078125,13416.1689453125,0.0
3322.115234375,7331.42724609375,0.0
3100.0830078125,11410.2060546875,0.0
-23116.01171875,-8565.55078125,0.0
-20550.83984375,5674.2451171875,0.0
-15396.904296875,7033.70849609375,0.0
7448.41259765625,2464.145751953125,0.0
20316.21484375,-1161.0400390625,0.0
20062.45703125,-850.5513916015625,0.0
-11761.125,6902.8740234375,0.0
-11283.203125,-8652.5673828125,0.0
27094.41796875,8019.1865234375,0.0
16614.96875,3108.708984375,0.0
-16693.89453125,3682.51513671875,0.0
-14672.3681640625,5945.927734375,0.0
11931.017578125,16080.27734375,0.0
5681.3310546875,10770.03125,0.0
16811.509765625,-9967.599609375,0.0
10537.63671875,4838.9501953125,0.0
-12101.6669921875,7926.13916015625,0.0
-22805.078125,-11730.7333984375,0.0
19948.83203125,-637.4742431640625,0.0
-8548.9150390625,7865.4775390625,0.0
2296.36572265625,3453.5634765625,0.0
-14193.3837890625,-14851.1806640625,0.0
13471.6142578125,14565.7197265625,0.0
25601.208984375,8679.0439453125,0.0
4100.37451171875,1153.1165771484375,0.0
-19365.111328125,4850.3642578125,0.0
-22014.82421875,5143.267578125,0.0
318.7509765625,10536.056640625,0.0
8198.287109375,3369.28271484375,0.0
-18058.37890625,6265.0400390625,0.0
-11191.07421875,-8855.2939453125,0.0
-9207.974609375,-2642.16259765625,0.0
-3746.0849609375,1600.7529296875,0.0
-20371.3359375,1524.322509765625,0.0
19522.31640625,15596.3017578125,0.0
-15900.88671875,2891.88671875,0.0
11138.9853515625,15390.412109375,0.0
-19731.3359375,5798.1083984375,0.0
-17926.4609375,1313.1380615234375,0.0
4113.25341796875,8152.38525390625,0.0
1222.6953125,-14790.189453125,0.0
6253.59130859375,8364.8046875,0.0
3787.12939453125,21410.71875,0.0
21010.17578125,-899.0562133789062,0.0
1475.7252197265625,-14708.6142578125,0.0
-13864.53515625,6203.044921875,0.0
5658.2138671875,7909.861328125,0.0
-9616.197265625,7475.1201171875,0.0
344.0625305175781,7341.09033203125,0.0
20292.0546875,8755.3837890625,0.0
3840.373291015625,18670.94921875,0.0
-21543.736328125,3049.561279296875,0.0
13033.947265625,-6373.13671875,0.0
-21065.98828125,2346.72998046875,0.0
2227.0986328125,6134.5634765625,0.0
4025.19677734375,-7699.2353515625,0.0
133.0733642578125,1069.2158203125,0.0
-13408.4375,6345.27978515625,0.0
-6842.43603515625,-7501.78662109375,0.0
-19402.369140625,2206.5107421875,0.0
-6843.32958984375,-2904.527587890625,0.0
21470.873046875,-791.7317504882812,0.0
-6323.0205078125,-1869.770751953125,0.0
8040.8046875,3090.7294921875,0.0
-2069.5244140625,9837.4423828125,0.0
-12784.751953125,6606.7978515625,0.0
-21342.53125,2792.701171875,0.0
-21818.931640625,3248.438720703125,0.0
-22322.501953125,5033.60107421875,0.0
9779.4765625,-14377.7421875,0.0
2669.3798828125,4481.6904296875,0.0
-3636.50732421875,9345.173828125,0.0
-18422.619140625,-10135.3017578125,0.0
-8137.59912109375,12060.1650390625,0.0
-2181.926513671875,-2326.38330078125,0.0
11042.0439453125,5130.06396484375,0.0
6709.357421875,8748.462890625,0.0
-21932.20703125,-14246.794921875,0.0
-6989.88671875,13610.38671875,0.0
-21565.1953125,-14193.7724609375,0.0
4234.65966796875,-7715.05859375,0.0
-12273.4775390625,8788.7998046875,0.0
2189.162109375,5047.802734375,0.0
10531.326171875,2502.53125,0.0
-7388.283203125,13031.525390625,0.0
4422.93115234375,8453.0849609375,0.0
1670.50537109375,-14976.998046875,0.0
-9210.02734375,7659.576171875,0.0
-7744.5126953125,12748.91015625,0.0
923.64990234375,13846.544921875,0.0
1683.5330810546875,-15217.3203125,0.0
-20305.30078125,6742.19677734375,0.0
-6491.7080078125,-1701.580078125,0.0
-14811.9716796875,7171.6806640625,0.0
-25576.453125,-432.83837890625,0.0
-20766.55859375,2093.920654296875,0.0
-810.558349609375,12794.8662109375,0.0
4845.267578125,-2649.2470703125,0.0
-814.1233520507812,-2214.9716796875,0.0
-599.4857788085938,3871.73681640625,0.0
19361.244140625,9986.005859375,0.0
-25339.6796875,-400.2740783691406,0.0
-814.5840454101562,-1995.3634033203125,0.0
1446.425537109375,-15571.3017578125,0.0
10830.9794921875,5037.3544921875,0.0
7971.2685546875,1860.6790771484375,0.0
-13154.736328125,6433.72607421875,0.0
-7866.3544921875,12482.5810546875,0.0
-14154.48828125,6068.15478515625,0.0
6072.43115234375,11073.1435546875,0.0
-7906.08837890625,12238.302734375,0.0
-14299.4892578125,-15363.7734375,0.0
19247.087890625,15761.3037109375,0.0
-4129.41357421875,9231.90625,0.0
16235.6123046875,12462.2177734375,0.0
27969.40234375,2701.13427734375,0.0
-11487.2431640625,4072.490478515625,0.0
-20315.99609375,2779.9716796875,0.0
-8289.296875,11761.453125,0.0
-7514.00390625,8121.7685546875,0.0
4983.115234375,9052.5,0.0
-1270.9100341796875,-2340.234375,0.0
-2339.373291015625,-2127.9619140625,0.0
9083.525390625,3886.853759765625,0.0
-1929.415283203125,-2294.785400390625,0.0
-6405.8408203125,14423.28515625,0.0
-15144.2275390625,-11630.875,0.0
-1633.94921875,-2309.5625,0.0
-14940.341796875,-11267.779296875,0.0
14802.9716796875,2404.92626953125,0.0
-11384.560546875,3836.15576171875,0.0
9341.984375,4148.171875,0.0
7867.544921875,2915.35791015625,0.0
-21063.310546875,5581.65234375,0.0
-17351.8515625,8279.3916015625,0.0
-15480.3232421875,-11981.5673828125,0.0
-15240.904296875,-11840.4541015625,0.0
-22364.908203125,-9597.251953125,0.0
-20423.94140625,-10849.3857421875,0.0
-9721.673828125,3787.3310546875,0.0
-20393.46484375,-11083.501953125,0.0
-13256.828125,8679.0751953125,0.0
-20289.37890625,5641.4482421875,0.0
9949.837890625,12813.89453125,0.0
9671.4140625,4493.236328125,0.0
13665.3388671875,16144.978515625,0.0
10783.9111328125,5628.41015625,0.0
-25648.455078125,-918.71484375,0.0
13430.0,254.33413696289062,0.0
-14491.0703125,-10728.427734375,0.0
3389.7880859375,355.45135498046875,0.0
17724.41015625,9863.2265625,0.0
3195.177490234375,7162.84326171875,0.0
20762.1171875,-731.4647827148438,0.0
10511.2578125,13675.11328125,0.0
20457.728515625,-741.04248046875,0.0
-25443.12890625,-1031.010986328125,0.0
-15680.5234375,-12112.1396484375,0.0
-14583.310546875,-10980.177734375,0.0
-21876.091796875,-8552.66015625,0.0
-22601.306640625,5013.53173828125,0.0
-14239.2626953125,-14619.2236328125,0.0
-22647.6171875,6029.330078125,0.0
-11532.216796875,-6699.830078125,0.0
-5294.42822265625,8790.47265625,0.0
4790.89111328125,21453.93359375,0.0
-21292.71875,5339.0380859375,0.0
24839.689453125,7924.5205078125,0.0
-25094.09375,-1065.8392333984375,0.0
-4999.91552734375,17292.615234375,0.0
-16357.48828125,6703.3291015625,0.0
-17317.55078125,2804.89794921875,0.0
-15465.8662109375,-12199.111328125,0.0
21113.98828125,-610.846923828125,0.0
-14156.9501953125,-14188.759765625,0.0
-13000.6806640625,10350.6416015625,0.0
7705.33349609375,-4722.05078125,0.0
-25230.421875,-1351.441162109375,0.0
-15815.2177734375,-12416.9462890625,0.0
8819.330078125,-9452.099609375,0.0
25156.39453125,-3815.49267578125,0.0
20293.63671875,4294.85400390625,0.0
20841.7890625,11886.8359375,0.0
14652.7177734375,16490.087890625,0.0
8647.7373046875,-727.6477661132812,0.0
-2495.0068359375,9686.1025390625,0.0
6116.63671875,-1937.260009765625,0.0
414.10693359375,18714.923828125,0.0
8254.076171875,-8960.7607421875,0.0
7679.4814453125,-5513.4443359375,0.0
-17617.375,8241.556640625,0.0
11754.8994140625,14056.498046875,0.0
22257.5,4625.822265625,0.0
18128.65625,6628.216796875,0.0
21482.23046875,11056.111328125,0.0
-11401.595703125,-7541.9482421875,0.0
20200.41015625,-664.7679443359375,0.0
-20465.380859375,1775.5599365234375,0.0
6059.22119140625,21524.083984375,0.0
7889.072265625,-8675.033203125,0.0
-6626.990234375,14144.009765625,0.0
19201.595703125,-5918.36376953125,0.0
-5741.9619140625,8678.791015625,0.0
-6016.84423828125,8656.349609375,0.0
-17519.453125,5275.3818359375,0.0
11712.3408203125,7542.44091796875,0.0
-12010.056640625,2674.048095703125,0.0
2928.102783203125,-7672.015625,0.0
-3532.6767578125,1659.439208984375,0.0
-20105.20703125,5759.79150390625,0.0
18832.15234375,15914.53125,0.0
-12273.4443359375,6661.1640625,0.0
8090.19970703125,8735.986328125,0.0
20333.50390625,-925.955322265625,0.0
3748.3984375,-7818.73779296875,0.0
3372.261962890625,-7764.2099609375,0.0
4563.4560546875,21435.07421875,0.0
9853.421875,2446.37255859375,0.0
23422.5,1665.71044921875,0.0
19775.294921875,9389.240234375,0.0
7661.69091796875,-5282.35791015625,0.0
1913.174072265625,-7853.4326171875,0.0
10884.830078125,2767.355224609375,0.0
24993.34375,-4468.58349609375,0.0
10483.8701171875,5349.6044921875,0.0
-5659.9189453125,16826.6015625,0.0
-6519.2998046875,16879.421875,0.0
9884.443359375,4731.34228515625,0.0
24122.19921875,13085.59375,0.0
-6126.623046875,16795.138671875,0.0
19594.1484375,14278.681640625,0.0
-8948.05859375,-3338.374267578125,0.0
25047.5703125,-4141.8837890625,0.0
2744.00390625,-10790.0732421875,0.0
-6100.69921875,16580.359375,0.0
17066.328125,-9832.4853515625,0.0
2581.697998046875,-7777.197265625,0.0
2466.093505859375,6390.248046875,0.0
-5677.9130859375,5210.88818359375,0.0
-6846.9326171875,13832.291015625,0.0
-6312.0009765625,16564.099609375,0.0
19199.912109375,14986.8828125,0.0
21614.1328125,-602.2100830078125,0.0
-5914.29052734375,16762.193359375,0.0
14687.931640625,5754.60791015625,0.0
-88.2872314453125,3354.9951171875,0.0
13974.88671875,16275.572265625,0.0
19352.51953125,14785.201171875,0.0
-6427.00048828125,8499.17578125,0.0
1630.3935546875,-7785.84228515625,0.0
6842.1455078125,6128.47265625,0.0
-25156.16015625,-1649.1009521484375,0.0
-344.0421447753906,7547.37353515625,0.0
7746.7587890625,8865.5048828125,0.0
20502.736328125,8166.57666015625,0.0
3901.412841796875,7902.81640625,0.0
20136.5390625,-18339.28125,0.0
8000.5029296875,15353.23046875,0.0
-17100.04296875,4537.9775390625,0.0
3153.59716796875,-7626.220703125,0.0
1900.05224609375,11050.6953125,0.0
2277.0810546875,-7858.37890625,0.0
25372.828125,4853.8681640625,0.0
-5418.03759765625,16952.0703125,0.0
2717.16650390625,-16072.193359375,0.0
20720.009765625,7695.58203125,0.0
26231.69921875,4708.34619140625,0.0
22093.03515625,7721.32177734375,0.0
25555.33203125,-3292.572265625,0.0
6487.78662109375,18614.888671875,0.0
424.86871337890625,6932.00732421875,0.0
-15012.4052734375,5877.38037109375,0.0
20070.271484375,-18622.255859375,0.0
-11025.82421875,8212.185546875,0.0
21351.93359375,-596.4256591796875,0.0
